sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model
"The walls looked ok after the first coat finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,yes,no,2.1251089572906494,2.1251089572906494,2.1251089572906494,1.4780808687210083,10.648919105529785,1, coat,True,EleutherAI/pythia-14m
"The walls looked ok after the paint finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,no,no,6.720659255981445,6.720659255981445,6.720659255981445,1.8335703611373901,10.513232231140137,1, coat,True,EleutherAI/pythia-14m
"Evan went to the movie premier in hopes of meeting his two favorite stars, but one of the stars didn't show up.",stars,subordinate,yes,yes,4.930861949920654,4.930861949920654,4.930861949920654,6.016262531280518,0.5741438269615173,1, stars,True,EleutherAI/pythia-14m
"Evan went to the movie premier in hopes of meeting his two favorite actors, but one of the stars didn't show up.",stars,subordinate,no,yes,5.460144519805908,5.460144519805908,5.460144519805908,6.200293064117432,0.4926782548427582,1, stars,True,EleutherAI/pythia-14m
"As best man, Kurt's jobs were to hold the rings and give a toast, which was fine except the toast made him nervous.",toast,subordinate,yes,no,7.862573146820068,7.862573146820068,7.862573146820068,5.765972137451172,5.713393688201904,1, toast,True,EleutherAI/pythia-14m
"As best man, Kurt's jobs were to say a few words at the reception, which was fine except the toast made him nervous.",toast,subordinate,no,no,11.14471435546875,11.14471435546875,11.14471435546875,5.943484306335449,4.83542013168335,1, toast,True,EleutherAI/pythia-14m
In early spring Lara plants tulip bulbs and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,yes,yes,7.551782131195068,7.551782131195068,7.551782131195068,6.493927955627441,0.43640458583831787,1, bulbs,True,EleutherAI/pythia-14m
In early spring Lara plants tulips and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,no,yes,8.432280540466309,8.432280540466309,8.432280540466309,6.335679531097412,0.5121567845344543,1, bulbs,True,EleutherAI/pythia-14m
"When the shepherd lost his supplies and staff, he had to use a stick as his staff that day on the trail.",staff,subordinate,yes,no,6.787755966186523,6.787755966186523,6.787755966186523,5.314427375793457,5.6416015625,1, staff,True,EleutherAI/pythia-14m
"When the shepherd lost his supplies, he had to use a stick as his staff that day on the trail.",staff,subordinate,no,no,8.353492736816406,8.353492736816406,8.353492736816406,5.4266276359558105,5.694606781005859,1, staff,True,EleutherAI/pythia-14m
"Although the election for department chair was usually very close, this year the chair was elected unanimously.",chair,subordinate,yes,no,7.9603400230407715,7.9603400230407715,7.9603400230407715,1.9430429935455322,7.519759178161621,1, chair,True,EleutherAI/pythia-14m
"Although the election for department head was usually very close, this year the chair was elected unanimously",chair,subordinate,no,no,9.144585609436035,9.144585609436035,9.144585609436035,2.2260706424713135,6.995441913604736,1, chair,True,EleutherAI/pythia-14m
"Emily hated eating food with seeds or a pit, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,yes,no,9.265724182128906,9.265724182128906,9.265724182128906,2.78299617767334,1.3625516891479492,1, pit,True,EleutherAI/pythia-14m
"Emily hated eating food with inedible parts inside, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,no,no,9.80215835571289,9.80215835571289,9.80215835571289,3.3190083503723145,1.398360013961792,1, pit,True,EleutherAI/pythia-14m
"The ship docked at the port, but the sailors didn't want to stay in the port that evening.",port,dominant,yes,no,3.716212272644043,3.716212272644043,3.716212272644043,4.7433366775512695,6.415355682373047,1, port,True,EleutherAI/pythia-14m
"The ship docked at the harbor, but the sailors didn't want to stay in the port that evening.",port,dominant,no,no,5.1841325759887695,5.1841325759887695,5.1841325759887695,5.476579666137695,6.007589340209961,1, port,True,EleutherAI/pythia-14m
"The food could be weighed with a balance or scale, but Marcy chose a scale because it was more precise",scale,dominant,yes,no,7.436671257019043,7.436671257019043,7.436671257019043,6.019947528839111,1.9107030630111694,1, scale,True,EleutherAI/pythia-14m
"The food could be weighed a few different ways, but Marcy chose a scale because it was more precise.",scale,dominant,no,no,7.740116119384766,7.740116119384766,7.740116119384766,7.2174506187438965,1.9538017511367798,1, scale,True,EleutherAI/pythia-14m
"The waitress offered them seats at the bar or a table, but the couple chose a table because it was private",table,dominant,yes,no,2.805454730987549,2.805454730987549,2.805454730987549,6.780158042907715,2.086750030517578,1, table,True,EleutherAI/pythia-14m
"The waitress offered them seats at the bar, but the couple chose a table because it was private.",table,dominant,no,no,6.239747047424316,6.239747047424316,6.239747047424316,7.3599090576171875,2.1506521701812744,1, table,True,EleutherAI/pythia-14m
"Paul had to decide between an emerald or diamond ring, he picked the diamond because his wife liked them best.",diamond,dominant,yes,no,5.687793731689453,5.687793731689453,5.687793731689453,8.821086883544922,3.6687097549438477,1, diamond,True,EleutherAI/pythia-14m
"Paul had to decide between many different rings, he picked the diamond because his wife liked them best.",diamond,dominant,no,no,8.022564888000488,8.022564888000488,8.022564888000488,8.149497985839844,3.8206334114074707,1, diamond,True,EleutherAI/pythia-14m
"Mark was shocked to discover that although he paid his bills on time, this month his water bill contained a late fee",bill,dominant,yes,no,4.140724182128906,4.140724182128906,4.140724182128906,6.213450908660889,1.623969554901123,1, bill,True,EleutherAI/pythia-14m
"Mark was shocked to discover that although he paid on time, this month his water bill contained a late fee.",bill,dominant,no,no,5.736090660095215,5.736090660095215,5.736090660095215,6.069104194641113,1.4975087642669678,1, bill,True,EleutherAI/pythia-14m
"Anne was excited because she got a new tennis net and racket for Christmas, but the racket was the wrong size.",racket,dominant,yes,no,10.203248977661133,10.203248977661133,10.203248977661133,1.764201045036316,3.7929768562316895,1, racket,True,EleutherAI/pythia-14m
"Anne was excited because she got new tennis equipment for Christmas, but the racket was the wrong size.",racket,dominant,no,no,11.307779312133789,11.307779312133789,11.307779312133789,2.063983201980591,3.7780661582946777,1, racket,True,EleutherAI/pythia-14m
"The form could be filled out in pencil or pen, but Kelly used pen so her answers couldn't be accidentally erased.",pen,dominant,yes,no,7.968658924102783,7.968658924102783,7.968658924102783,6.043288230895996,6.350565433502197,1, pen,True,EleutherAI/pythia-14m
"The form could be filled out with any utensil, but Kelly used pen so her answers couldn't be accidentally erased.",pen,dominant,no,no,9.830952644348145,9.830952644348145,9.830952644348145,7.623893737792969,6.39373779296875,1, pen,True,EleutherAI/pythia-14m
"Carl brought a frisbee and a ball to the park, but his dog only wanted to play with the ball that day",ball,dominant,yes,no,4.279684543609619,4.279684543609619,4.279684543609619,5.01912784576416,6.473516464233398,1, ball,True,EleutherAI/pythia-14m
"Carl brought many toys to play fetch in the park, but his dog only wanted to play with the ball that day.",ball,dominant,no,no,5.7509307861328125,5.7509307861328125,5.7509307861328125,4.630434989929199,6.432550430297852,1, ball,True,EleutherAI/pythia-14m
"When he saw that the bank was closed, Peter went to get coffee before going to the bank to cash his check.",bank,dominant,yes,no,0.7031598091125488,0.7031598091125488,0.7031598091125488,3.6713109016418457,7.109377861022949,1, bank,True,EleutherAI/pythia-14m
"When he saw that the teller line was long, Peter went to get coffee before going to the bank to cash his check.",bank,dominant,no,no,5.293712615966797,5.293712615966797,5.293712615966797,3.648624897003174,7.620238304138184,1, bank,True,EleutherAI/pythia-14m
"Carly was trying to connect the battery to the proper wire, but she grabbed the wrong wire and got shocked.",wire,dominant,yes,no,3.271136522293091,3.271136522293091,3.271136522293091,1.0818907022476196,4.031559944152832,1, wire,True,EleutherAI/pythia-14m
"Carly was trying to connect the battery properly, but she grabbed the wrong wire and got shocked.",wire,dominant,no,no,5.8311357498168945,5.8311357498168945,5.8311357498168945,1.463956594467163,3.7360641956329346,1, wire,True,EleutherAI/pythia-14m
"In the city you hear many car alarms and horns, but the car horns are less annoying because they are quieter.",horns,dominant,yes,yes,9.800800323486328,9.800800323486328,9.800800323486328,1.4623939990997314,7.12244987487793,1, horns,True,EleutherAI/pythia-14m
"In the city you hear many loud sounds, but the car horns are less annoying because they are quieter.",horns,dominant,no,yes,9.355031967163086,9.355031967163086,9.355031967163086,1.8755913972854614,7.602541446685791,1, horns,True,EleutherAI/pythia-14m
"Shannon offered him candy or a mint, but he picked a mint because his breath was terrible.",mint,dominant,yes,no,9.562247276306152,9.562247276306152,9.562247276306152,7.0401082038879395,3.7809813022613525,1, mint,True,EleutherAI/pythia-14m
"Shannon offered him multiple candies, but he picked a mint because his breath was terrible.",mint,dominant,no,no,10.67143440246582,10.67143440246582,10.67143440246582,7.484858512878418,3.6012539863586426,1, mint,True,EleutherAI/pythia-14m
"Eric gave permission slips to both his teacher and coach, but his strict coach refused to let him miss practice.",coach,dominant,yes,no,8.689823150634766,8.689823150634766,8.689823150634766,7.066862106323242,0.14991359412670135,1, coach,True,EleutherAI/pythia-14m
"Eric gave permission slips to his school authorities, but his strict coach refused to let him miss practice.",coach,dominant,no,no,10.701374053955078,10.701374053955078,10.701374053955078,6.897757530212402,0.09882869571447372,1, coach,True,EleutherAI/pythia-14m
"The teens knew how to play rummy or poker, but they decided to play poker because they wanted to win money.",poker,dominant,yes,no,8.205219268798828,8.205219268798828,8.205219268798828,5.871495246887207,0.7417578101158142,1, poker,True,EleutherAI/pythia-14m
"The teens knew how to play a few card games, but they decided to play poker because they wanted to win money.",poker,dominant,no,no,8.611403465270996,8.611403465270996,8.611403465270996,6.996549129486084,0.6572051644325256,1, poker,True,EleutherAI/pythia-14m
"Scott was a wrestler and a boxer when he was young, but being a boxer gave him arthritis.",boxer,dominant,yes,no,0.08647767454385757,6.688425458967686,3.344212729483843,6.803700923919678,0.6827329993247986,2, boxer,True,EleutherAI/pythia-14m
"Scott was a wrestler and a fighter when he was young, but being a boxer gave him arthritis.",boxer,dominant,no,no,2.227487325668335,10.801531553268433,5.400765776634216,7.052639961242676,0.8261516094207764,2, boxer,True,EleutherAI/pythia-14m
"The builder was supposed to put in the new kitchen counter and cabinets, but the selected cabinet style was sold out.",cabinet,dominant,yes,yes,5.872832775115967,5.872832775115967,5.872832775115967,8.844080924987793,1.1867172718048096,1, cabinet,True,EleutherAI/pythia-14m
"The builder was supposed to put in the new kitchen, but the selected cabinet style was sold out.",cabinet,dominant,no,yes,6.699062824249268,6.699062824249268,6.699062824249268,9.16828727722168,1.1766453981399536,1, cabinet,True,EleutherAI/pythia-14m
"Mark's favorite band was playing in his town, but back stage passes to meet the band members were sold out.",band,dominant,yes,no,3.6463544368743896,3.6463544368743896,3.6463544368743896,5.56699800491333,7.405340671539307,1, band,True,EleutherAI/pythia-14m
"Mark's favorite music group was playing in his town, but back stage passes to meet the band members were sold out.",band,dominant,no,no,5.425622940063477,5.425622940063477,5.425622940063477,5.8625593185424805,7.619387626647949,1, band,True,EleutherAI/pythia-14m
"Maddy always paid attention and took notes, but when she was sick she had to get a copy of the notes from her friend.",notes,dominant,yes,yes,6.176809787750244,6.176809787750244,6.176809787750244,3.441183090209961,1.7749844789505005,1, notes,True,EleutherAI/pythia-14m
"Maddy always paid attention and took notes, but when she was sick she had to get a copy of the notes from her friend.",notes,dominant,no,yes,6.176809787750244,6.176809787750244,6.176809787750244,3.441183090209961,1.7749844789505005,1, notes,True,EleutherAI/pythia-14m
"Marge was responsible for finding a graduation speaker, so when the speaker canceled last minute she was fired.",speaker,dominant,yes,no,7.452281475067139,7.452281475067139,7.452281475067139,9.803360939025879,6.456171989440918,1, speaker,True,EleutherAI/pythia-14m
"Marge was responsible for organizing the graduation ceremony, so when the speaker canceled last minute she was fired.",speaker,dominant,no,no,8.014139175415039,8.014139175415039,8.014139175415039,9.174222946166992,6.795607089996338,1, speaker,True,EleutherAI/pythia-14m
"For class the kids had to write a poem or a legend, but everyone wrote a legend because it was easier.",legend,dominant,yes,no,7.978326320648193,7.978326320648193,7.978326320648193,7.122685432434082,1.5451315641403198,1, legend,True,EleutherAI/pythia-14m
For class the kids had to write some kind of tall-tale; everyone wrote a legend because it was easier.,legend,dominant,no,no,7.368808269500732,7.368808269500732,7.368808269500732,7.800595283508301,1.9508333206176758,1, legend,True,EleutherAI/pythia-14m
"At night Sue's mom reads her a story before bed, but last night they didn't read a story since she was in trouble.",story,dominant,yes,no,1.0951229333877563,1.0951229333877563,1.0951229333877563,7.393430709838867,1.2441365718841553,1, story,True,EleutherAI/pythia-14m
"At night Sue's mom reads her a book before bed, but last night they didn't read a story since she was in trouble.",story,dominant,no,no,2.4952468872070312,2.4952468872070312,2.4952468872070312,7.781484603881836,1.1615850925445557,1, story,True,EleutherAI/pythia-14m
"The students forgot to water the flowers and plant, so when they returned from break the plant was dead.",plant,dominant,yes,no,4.552814483642578,4.552814483642578,4.552814483642578,4.9316534996032715,6.4385986328125,1, plant,True,EleutherAI/pythia-14m
"The students forgot to take care of the garden, so when they returned from break the plant was dead.",plant,dominant,no,no,5.59733247756958,5.59733247756958,5.59733247756958,4.437411785125732,6.491781234741211,1, plant,True,EleutherAI/pythia-14m
"The farmer grew potatoes and corn, but he only sold his corn at the local market.",corn,dominant,yes,no,3.88234806060791,3.88234806060791,3.88234806060791,5.475839614868164,0.7001060843467712,1, corn,True,EleutherAI/pythia-14m
"The farmer grew many crops, but he only sold his corn at the local market.",corn,dominant,no,no,4.007009506225586,4.007009506225586,4.007009506225586,5.984219551086426,0.8144426941871643,1, corn,True,EleutherAI/pythia-14m
Addictions and bad habits are hard to overcome because people often don't even realize what bad habit they have.,habit,dominant,yes,no,6.187142372131348,6.187142372131348,6.187142372131348,4.8506879806518555,3.348017692565918,1, habit,True,EleutherAI/pythia-14m
Addictions and bad traits are hard to overcome because people often don't even realize what bad habit they have.,habit,dominant,no,no,10.55662727355957,10.55662727355957,10.55662727355957,4.80964994430542,3.3077609539031982,1, habit,True,EleutherAI/pythia-14m
"The costume looked good with a tiara or crown, but Pam bought a crown because it was really cheap.",crown,dominant,yes,no,7.616695404052734,7.616695404052734,7.616695404052734,6.409477233886719,1.7236305475234985,1, crown,True,EleutherAI/pythia-14m
"The costume looked good with a tiara, but Pam bought a crown because it was really cheap.",crown,dominant,no,no,7.821536064147949,7.821536064147949,7.821536064147949,6.97904109954834,1.675955057144165,1, crown,True,EleutherAI/pythia-14m
"The saleswoman recommended that Gabe try a different suit, but he liked the suit he had on too much to listen.",suit,dominant,yes,no,7.409720420837402,7.409720420837402,7.409720420837402,3.962249279022217,1.7024738788604736,1, suit,True,EleutherAI/pythia-14m
"The saleswoman recommended that Gabe try something different, but he liked the suit he had on too much to listen.",suit,dominant,no,no,8.936656951904297,8.936656951904297,8.936656951904297,3.2742412090301514,1.708317756652832,1, suit,True,EleutherAI/pythia-14m
"Kristen put her spring coat on, but she changed into her winter coat after she felt how cold it was.",coat,dominant,yes,no,1.7550939321517944,1.7550939321517944,1.7550939321517944,6.520292282104492,1.7045302391052246,1, coat,True,EleutherAI/pythia-14m
"Kristen put her spring jacket on, but she changed into her winter coat after she felt how cold it was.",coat,dominant,no,no,3.64628267288208,3.64628267288208,3.64628267288208,6.777418613433838,1.878777265548706,1, coat,True,EleutherAI/pythia-14m
"Cal hoped to see the moon and stars with his telescope, but he couldn't see the stars because of the city lights.",stars,dominant,yes,yes,4.555726528167725,4.555726528167725,4.555726528167725,6.76181697845459,2.002784252166748,1, stars,True,EleutherAI/pythia-14m
"Cal hoped to see something with his telescope, but he couldn't see the stars because of the city lights.",stars,dominant,no,yes,7.092761039733887,7.092761039733887,7.092761039733887,5.966662406921387,2.029690742492676,1, stars,True,EleutherAI/pythia-14m
"Joyce's breakfast was supposed to come with toast, but she substituted potatoes for the toast because of her diet.",toast,dominant,yes,no,7.114265441894531,7.114265441894531,7.114265441894531,6.156256198883057,1.9370081424713135,1, toast,True,EleutherAI/pythia-14m
"Joyce's breakfast was supposed to come with bread, but she substituted potatoes for the toast because of her diet.",toast,dominant,no,no,7.566271781921387,7.566271781921387,7.566271781921387,6.058218002319336,1.896081566810608,1, toast,True,EleutherAI/pythia-14m
"Roger rewired the light and changed the bulb, but it still didn't turn on because the bulb he used was wrong.",bulb,dominant,yes,no,2.37953782081604,2.37953782081604,2.37953782081604,6.500199317932129,4.29337215423584,1, bulb,True,EleutherAI/pythia-14m
"Roger rewired the light, but it still didn't turn on because the bulb he used was wrong.",bulb,dominant,no,no,8.860965728759766,8.860965728759766,8.860965728759766,5.95652961730957,4.493261814117432,1, bulb,True,EleutherAI/pythia-14m
